track_name,artist_name,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins
Kiss (feat. Tom Jones),The Art Of Noise,211946,21/11/88,48,0.526,0.936,7,-4.574,0,0.193,0.0789,0,0.219,0.589,115.694,3.532433333
Marikit,Juan Caoile,263348,21/5/20,62,0.709,0.593,11,-7.672,1,0.0745,0.574,0,0.0981,0.784,143.01,4.389133333
Binibini,Matthaios,137717,18/3/20,57,0.574,0.352,0,-12.376,0,0.0749,0.737,0,0.121,0.536,115.028,2.295283333
My Heart Went Oops,Tiagz,128925,29/1/20,60,0.698,0.412,1,-11.281,1,0.607,0.119,0,0.0903,0.49,121.027,2.14875
Touch By Touch - Touch Maxi Mix,Joy,331133,5/4/14,46,0.466,0.496,0,-9.425,0,0.033,0.00204,0.00281,0.0856,0.963,120.538,5.518883333
"Boom, Boom, Boom, Boom!!",Vengaboys,202570,1998,74,0.795,0.935,11,-4.595,0,0.0407,0.0134,0.411,0.0244,0.968,138.479,3.376166667
...Baby One More Time,Coopex,141913,20/11/20,56,0.642,0.703,8,-4.749,1,0.087,0.135,0,0.0827,0.362,114.734,2.365216667
Dalaga,Arvey,192940,21/6/19,55,0.487,0.566,0,-5.942,0,0.0618,0.179,0.000537,0.0325,0.937,95.953,3.215666667
Malayo Ka Man,Jr Crown,254139,11/3/20,63,0.553,0.597,1,-8.339,1,0.0613,0.18,0,0.0902,0.56,103.019,4.23565
Morena Girl,JustRap,269387,7/8/20,41,0.405,0.529,11,-10.762,1,0.173,0.106,0,0.0886,0.225,98.002,4.489783333
Answer The Phone,Roxie,198320,2004,37,0.383,0.97,6,-4.889,1,0.0487,0.0982,0.00053,0.069,0.669,108.052,3.305333333
Miss Flawless,Flow G,274000,9/9/19,50,0.467,0.478,1,-9.078,1,0.246,0.131,9.80E-05,0.0924,0.408,134.997,4.566666667
Tala,Sarah Geronimo,245053,4/12/15,59,0.55,0.795,8,-1.602,1,0.0497,0.623,0.000193,0.0971,0.499,97.999,4.084216667
You Know I'll Go Get,Rizky Ayuba,160338,9/2/20,50,0.402,0.992,4,-3.258,0,0.0431,0.00268,0.731,0.124,0.966,132,2.6723
Chinita Girl,Lil Vinceyy,238859,6/3/20,57,0.604,0.49,1,-6.828,1,0.213,0.0618,0,0.076,0.59,103.021,3.980983333
Dancing in the Moonlight,Dastic,183013,6/11/20,51,0.537,0.824,10,-7.289,1,0.0494,0.194,0.0129,0.0745,0.29,126.005,3.050216667
Dying Inside to Hold You,Timmy Thomas,219400,1/6/12,51,0.492,0.534,0,-16.453,1,0.032,0.0271,0.000105,0.274,0.732,101.498,3.656666667
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,291293,2/6/87,82,0.817,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4.854883333
Sulyap,Jr Crown,255530,13/7/20,62,0.636,0.527,0,-10.771,1,0.091,0.455,0,0.0796,0.947,145.966,4.258833333
Catriona,Matthaios,204512,1/12/19,59,0.678,0.388,5,-12.106,1,0.0545,0.67,0,0.177,0.759,114.858,3.408533333
Buwan - Kundiman,juan karlos,362968,30/8/19,43,0.485,0.315,4,-12.735,1,0.0327,0.782,0.04,0.359,0.47,146.041,6.049466667
Ivana,Soulstice,246550,6/1/20,56,0.497,0.483,8,-7.441,1,0.297,0.281,0,0.0526,0.611,100.012,4.109166667
Tinotoyo,Jr Crown,270842,24/4/20,51,0.499,0.587,0,-9.563,1,0.0749,0.144,1.39E-06,0.16,0.567,144.031,4.514033333
Teka Muna,DJ Loonyo,171000,8/9/20,34,0.414,0.826,4,-6.546,0,0.111,0.421,0,0.176,0.388,159.943,2.85
Nandyan Agad Ako,Ex Battalion,240178,6/8/18,56,0.508,0.529,9,-9.17,1,0.0615,0.661,0,0.0856,0.601,128.05,4.002966667
Kabet,Gagong Rapper,318040,7/9/20,2,0.108,0.742,0,-4.967,1,0.0377,0.67,1.30E-06,0.121,0.308,79.992,5.300666667
Dyosa,Yumi Lacsamana,217973,26/3/14,44,0.527,0.877,8,-2.754,1,0.0307,0.0183,0.0357,0.129,0.639,127.976,3.632883333
Bawal Lumabas - The Classroom Song,Kim Chiu,178812,25/5/20,31,0.345,0.342,0,-8.734,1,0.0804,0.297,6.47E-05,0.149,0.527,100.007,2.9802
Budots Mix No. 1,Mr. Budots,231744,15/3/19,33,0.266,0.924,2,-6.44,1,0.04,0.000451,0.8,0.0339,0.926,139.04,3.8624
Araw-Araw Love,Flow G,211278,3/2/20,61,0.612,0.656,7,-7.452,0,0.0744,0.554,0,0.194,0.668,82.985,3.5213
Ice Cream (with Selena Gomez),BLACKPINK,175813,28/8/20,20,0.161,0.733,9,-3.852,1,0.35,0.0305,0.000169,0.0423,0.913,159.974,2.930216667
Aku Suka Body Mama Muda,Joni Remix,360724,24/5/20,38,0.444,0.864,5,-1.575,1,0.0472,0.16,0.447,0.277,0.728,109.94,6.012066667
Pinagpalit,Macaulay Sulkin,189440,6/3/20,37,0.453,0.504,8,-8.981,0,0.329,0.0354,0,0.0877,0.877,161.98,3.157333333
Galaw,ALLMO$T,371033,23/5/20,39,0.319,0.593,8,-8.498,1,0.0388,0.0992,0.105,0.0906,0.328,109.985,6.183883333
Sabayan Ang Init,Kenjhons,168176,24/6/20,27,0.289,0.812,9,-4.063,0,0.111,0.405,0,0.139,0.529,170.103,2.802933333
Morena,King Kaybee,178982,8/3/20,42,0.33,0.674,10,-7.716,1,0.086,0.0746,0,0.161,0.523,161.936,2.983033333
Miloves (Otw Sayo),King Badger,242844,9/3/20,57,0.52,0.514,11,-10.573,1,0.101,0.239,8.15E-06,0.0879,0.682,136.027,4.0474
Pangga,Matthaios,195186,10/5/20,56,0.59,0.437,9,-12.63,1,0.073,0.861,0,0.113,0.535,150.041,3.2531
Miracle Nights,ALLMO$T,374117,24/8/19,60,0.505,0.569,1,-8.727,1,0.0617,0.543,6.64E-05,0.0777,0.545,101.999,6.235283333
Zebbiana,Skusta Clee,304664,26/7/19,62,0.527,0.433,8,-8.518,1,0.037,0.545,0,0.105,0.498,134.006,5.077733333
Get Busy,Sean Paul,211666,12/11/02,75,0.802,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,3.527766667
Sayaw Mga Choy (Math Dance Challenge),DjDanz Remix,246370,22/4/18,36,0.338,0.891,0,-8.748,0,0.1,0.0185,0.0598,0.0276,0.967,140.032,4.106166667
Rueda - Remix,Chimbala,212307,19/3/20,59,0.571,0.925,9,-1.879,1,0.0734,0.256,8.80E-06,0.0648,0.961,130.059,3.53845
WAP TikTok,Viral DJs,185864,3/10/20,21,0.181,0.486,0,-7.689,1,0.263,0.0648,0,0.0826,0.48,133.016,3.097733333
The Style Weekend - Remix,Eduardo Luzquiños,277000,28/11/20,57,0.6,0.873,1,-4.738,1,0.0584,0.136,0.0261,0.249,0.692,94.993,4.616666667
I Wanna Fuck You,Snoop Dogg,178840,1/1/06,62,0.683,0.479,7,-8.433,1,0.0515,0.0452,0,0.351,0.278,99.969,2.980666667
I Want You Back,Matthaios,265247,23/6/19,56,0.481,0.411,1,-11.46,0,0.42,0.675,0,0.179,0.515,94.999,4.420783333
Titig,MC Einstein,259114,15/12/19,64,0.698,0.447,8,-8.452,1,0.28,0.146,0,0.0877,0.645,79.003,4.318566667
Bagay Tayo,ALLMO$T,397033,4/12/18,58,0.528,0.557,0,-8.658,1,0.163,0.322,0,0.106,0.645,100.053,6.617216667
When I Look At You,Miley Cyrus,248586,1/1/09,75,0.796,0.545,6,-4.874,1,0.0282,0.142,0,0.105,0.194,137.941,4.1431
Dynamite,BTS,199053,21/8/20,9,0.063,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,3.31755
How You Like That,BLACKPINK,181263,26/6/20,21,0.148,0.782,11,-4.014,1,0.0918,0.0694,3.41E-05,0.0544,0.351,130.013,3.02105
At My Worst,Pink Sweat$,170344,17/7/20,82,0.826,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921,2.839066667
Aloha,10k.Caash,87693,10/5/19,49,0.572,0.22,1,-13.626,1,0.745,0.416,0,0.15,0.551,129.817,1.46155
Uno,Ambjaay,109090,10/5/19,62,0.533,0.477,8,-8.159,1,0.155,0.000143,0,0.133,0.196,110.002,1.818166667
Daddy (feat. Rich The Kid),Blueface,151146,9/8/19,69,0.666,0.59,11,-8.214,1,0.257,0.07,0,0.236,0.479,107.934,2.5191
The Git Up,Blanco Brown,200593,10/10/19,72,0.725,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,3.343216667
STUPID (feat. Yung Baby Tate),Ashnikko,167317,12/7/19,75,0.756,0.637,2,-6.881,1,0.114,0.00459,0,0.0778,0.54,149.906,2.788616667
HBS,Lil Keed,120306,14/6/19,54,0.528,0.394,0,-10.786,0,0.32,0.216,0,0.085,0.441,120.016,2.0051
Red Nose,Sage The Gemini,193200,25/3/14,65,0.559,0.473,11,-5.733,0,0.449,0.414,0,0.0794,0.766,194.826,3.22
Act Up,City Girls,158332,16/11/18,72,0.633,0.638,8,-4.713,1,0.189,0.0167,0,0.111,0.313,97.075,2.638866667
Truth Hurts,Lizzo,173325,3/5/19,69,0.774,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,2.88875
Baby Birkin,Gunna,181948,22/2/19,64,0.678,0.649,2,-6.083,1,0.315,0.232,0,0.101,0.629,118.04,3.032466667
Obsessed,Mariah Carey,242200,1/1/09,67,0.744,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,4.036666667
HUMPTY DUMPTY,ZaeHD & CEO,144718,20/4/19,41,0.488,0.516,6,-10.301,1,0.465,0.0874,0,0.0297,0.831,145.897,2.411966667
223's (feat. 9lokknine),YNW Melly,176640,9/8/19,70,0.633,0.547,0,-7.787,0,0.333,0.0388,0,0.0924,0.695,94.998,2.944
Un Poco Loco,Anthony Gonzalez,112205,10/11/17,69,0.713,0.496,7,-7.509,1,0.133,0.597,1.36E-05,0.322,0.636,126.032,1.870083333
Pretty Boy Swag,Soulja Boy,236093,1/1/10,65,0.67,0.42,8,-5.158,1,0.0629,0.177,0,0.356,0.143,123.157,3.934883333
Kerwin Frost Scratch That,10k.Caash,128253,10/5/19,38,0.35,0.53,1,-6.581,1,0.391,0.0932,3.04E-06,0.199,0.487,75.029,2.13755
MICKEY,Lil Yachty,160518,9/3/18,58,0.598,0.465,1,-5.655,1,0.23,0.0295,0,0.097,0.131,119.994,2.6753
The Weekend - Funk Wav Remix,SZA,171805,15/12/17,76,0.777,0.573,11,-4.933,1,0.0585,0.495,0,0.126,0.667,101.925,2.863416667
1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,131139,4/5/18,67,0.761,0.768,6,-5.638,1,0.284,0.148,0.000947,0.126,0.691,80.029,2.18565
Pistol,Andre Swilley,113684,21/6/19,37,0.398,0.597,5,-8.562,0,0.509,0.0605,0,0.0926,0.0806,151.964,1.894733333
One Two,Ugly God,114437,9/8/19,54,0.466,0.519,2,-7.317,1,0.11,0.0995,0.000101,0.104,0.156,75.483,1.907283333
Faucet Failure,Ski Mask The Slump God,145626,30/11/18,77,0.723,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,2.4271
EARFQUAKE,"Tyler, The Creator",190066,17/5/19,80,0.867,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,3.167766667
Be Gone Thot!,LIL MAYO,73000,30/8/19,50,0.584,0.451,2,-5.989,1,0.12,0.0142,4.74E-05,0.169,0.457,120.045,1.216666667
Ransom (with Juice WRLD) - Remix,Lil Tecca,171253,30/8/19,75,0.714,0.671,2,-6.424,0,0.289,0.0119,0,0.0769,0.45,179.987,2.854216667
No Guidance (feat. Drake),Chris Brown,260640,28/6/19,82,0.728,0.454,1,-6.756,0,0.153,0.123,0,0.155,0.136,92.928,4.344
Hot Shower,Chance the Rapper,225923,26/7/19,69,0.622,0.509,9,-8.04,1,0.387,0.00157,0,0.0573,0.599,150.001,3.765383333
FLEXIN N' FLASHIN,SimxSantana,197355,5/7/19,53,0.58,0.538,2,-7.468,1,0.444,0.119,0,0.198,0.219,130.126,3.28925
Party In The U.S.A.,Miley Cyrus,202066,1/1/09,1,-0.007,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,3.367766667
JAPAN,Famous Dex,144149,16/3/18,52,0.456,0.678,6,-7.771,1,0.439,0.121,0,0.345,0.841,175.984,2.402483333
Shake Dat (Come Here Girl),Loui,161173,19/9/19,41,0.386,0.55,1,-11.013,1,0.275,0.0127,0,0.0975,0.681,141.925,2.686216667
Shake Dat (feat. Lil Jay),Loui,184680,6/12/19,43,0.371,0.567,1,-7.702,1,0.264,0.0482,1.87E-05,0.158,0.547,71.031,3.078
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,279906,31/10/19,49,0.447,0.688,7,-5.698,0,0.184,0.132,0,0.08,0.501,111.97,4.6651
THOT!,TOKYO’S REVENGE,159709,8/11/19,66,0.75,0.592,8,-7.908,1,0.23,0.0178,3.22E-06,0.46,0.418,100.023,2.661816667
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,177322,27/11/19,81,0.874,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599,2.955366667
Magic In The Hamptons (feat. Lil Yachty),Social House,164640,8/6/18,78,0.804,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051,2.744
Hungry Hippo,Tierra Whack,60000,30/5/18,60,0.506,0.61,4,-5.691,0,0.0488,0.0227,0.00744,0.102,0.778,136.64,1
Change Ya Life,Haiti Babii,156769,5/12/18,64,0.737,0.399,4,-8.673,0,0.0369,0.0224,0,0.0747,0.364,98.004,2.612816667
Suicidal,YNW Melly,222997,22/11/19,77,0.829,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.004,3.716616667
Ballin' (with Roddy Ricch),Mustard,180434,28/6/19,81,0.905,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,3.007233333
"Ride Or Die - From ""Queen & Slim: The Soundtrack""",Megan Thee Stallion,123200,25/10/19,60,0.665,0.839,1,-4.653,1,0.206,0.0335,0,0.176,0.484,100.016,2.053333333
Say So,Doja Cat,237893,7/11/19,84,0.85,0.673,11,-4.577,0,0.158,0.256,3.57E-06,0.0904,0.786,110.962,3.964883333
A.M.,Lonr.,164934,13/9/19,53,0.581,0.761,0,-4.753,0,0.0851,0.0691,0,0.142,0.453,146.144,2.7489
WEST COAST CURE,10k.Caash,121653,10/5/19,44,0.371,0.447,2,-7.694,1,0.336,0.0412,0,0.0701,0.244,130.223,2.02755
High Fashion (feat. Mustard),Roddy Ricch,220486,6/12/19,79,0.8,0.499,11,-8.442,0,0.114,0.269,0,0.3,0.511,97.956,3.674766667
No Face No Case,Vinny West,191686,21/7/18,55,0.511,0.374,4,-11.926,0,0.39,0.728,0,0.27,0.525,102.998,3.194766667
Kraazy,Likybo,151578,14/7/17,64,0.569,0.701,6,-9.477,0,0.237,0.314,0,0.123,0.37,94.982,2.5263
RNP (feat. Anderson .Paak),Cordae,175827,26/7/19,71,0.685,0.714,9,-4.696,0,0.856,0.184,0,0.145,0.628,196.043,2.93045
Adore You,Harry Styles,207133,6/12/19,72,0.623,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,3.452216667
Life Is Good (feat. Drake),Future,237735,10/1/20,83,0.902,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,3.96225
AERO (Blow The Whistle),TisaKorean,112902,21/8/19,43,0.45,0.25,1,-10.773,1,0.35,0.00156,0,0.0821,0.282,145.88,1.8817
Different Varieties,KINGMOSTWANTED,131133,12/8/19,46,0.447,0.485,1,-5.599,1,0.459,0.00311,1.84E-05,0.117,0.0703,119.967,2.18555
To Be So Lonely,Harry Styles,192080,13/12/19,73,0.741,0.436,0,-7.269,1,0.0418,0.618,1.61E-05,0.335,0.605,104.959,3.201333333
NNAN,Young M.A,193478,27/9/19,63,0.701,0.539,5,-5.015,1,0.0626,0.281,0,0.199,0.674,96.039,3.224633333
This Could Be Us,Rae Sremmurd,206306,6/1/15,74,0.662,0.69,0,-4.992,0,0.134,0.291,0,0.116,0.758,143.072,3.438433333
Live A Lil,Good Gas,248001,28/9/18,48,0.46,0.538,11,-6.805,1,0.389,0.0809,0,0.213,0.507,124.962,4.13335
Leaked,Lil Tjay,220240,11/10/19,74,0.687,0.619,7,-7.918,1,0.281,0.801,0,0.0811,0.321,97.018,3.670666667
Hit tha Roof,Speed Gang,258586,4/4/18,60,0.611,0.468,0,-6.59,1,0.0489,0.317,0,0.384,0.501,94.026,4.309766667
Disco Inferno,50 Cent,214226,3/3/05,70,0.773,0.659,3,-4.763,1,0.231,0.206,7.88E-05,0.279,0.71,97.018,3.570433333
Something New (feat. Ty Dolla $ign),Wiz Khalifa,200773,11/8/17,54,0.637,0.635,7,-6.609,0,0.0809,0.0935,0,0.0892,0.784,87.581,3.346216667
Get Loose,Huncho Da Rockstar,119033,28/2/20,35,0.422,0.516,11,-11.714,1,0.448,0.00771,0,0.0701,0.671,140.948,1.983883333
They Call Me Tiago (Her Name Is Margo),Tiagz,154455,27/2/20,2,0.118,0.578,0,-7.594,1,0.0736,0.199,0.418,0.0965,0.148,100.999,2.57425
Bad Boy,Yung Bae,187570,21/6/19,67,0.752,0.82,1,-4.807,0,0.0728,0.032,4.76E-06,0.0706,0.781,118.04,3.126166667
Lottery (Renegade),K CAMP,170946,21/6/19,64,0.663,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,2.8491
Fuck It up (feat. Yg),Kamaiyah,141844,23/3/16,3,0.047,0.669,0,-7.369,1,0.0682,0.432,0,0.552,0.431,98.044,2.364066667
Walked In,Ultradiox,107403,28/12/19,50,0.586,0.538,2,-6.724,1,0.394,0.123,0,0.0848,0.643,80.032,1.79005
Cookie Shop,ZaeHD & CEO,116500,25/12/19,43,0.484,0.482,1,-7.838,1,0.446,0.0104,0,0.0874,0.932,119.986,1.941666667
Cannibal,Kesha,194253,19/11/10,69,0.679,0.68,1,-4.676,1,0.106,0.0078,0.0165,0.0493,0.571,129.971,3.23755
Eyes. Lips. Face. (e.l.f.),iLL Wayno,139546,6/12/19,53,0.439,0.776,6,-6.459,1,0.265,0.0512,0,0.115,0.931,159.964,2.325766667
Make His Pockets Hurt,Lil Kayla,170370,27/9/19,55,0.618,0.665,11,-4.365,1,0.174,0.0189,0,0.0501,0.356,102.001,2.8395
She Belongs to the Streets (Toxic),Rontae Don't Play,147697,6/3/20,46,0.429,0.296,1,-15.774,1,0.907,0.00348,0,0.176,0.321,130.145,2.461616667
Dangerously in Love (TikTok Remix),Remix Kingz,214012,25/2/20,37,0.355,0.371,2,-11.808,1,0.135,0.302,0,0.498,0.669,125.575,3.566866667
Need A Freak,Mighty Bay,149603,13/1/20,42,0.453,0.374,1,-12.053,1,0.522,0.0139,0,0.0644,0.738,129.947,2.493383333
Need Me,J.I the Prince of N.Y,151640,11/10/19,73,0.803,0.567,10,-4.653,0,0.135,0.156,0,0.0884,0.732,95.034,2.527333333
Give Your Heart a Break,Demi Lovato,205346,1/1/11,71,0.737,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,3.422433333
Holy Moly (feat. NLE Choppa),Blueface,117800,13/3/20,62,0.563,0.588,1,-8.186,0,0.462,0.126,0,0.394,0.54,123.924,1.963333333
Peekaboo (I Just Snapped),Young Fanatic,208441,29/7/19,37,0.442,0.795,7,-4.526,1,0.222,0.424,0,0.127,0.792,129.993,3.474016667
Ice Me Out,Kash Doll,182662,18/10/19,60,0.503,0.488,1,-9.463,1,0.52,0.0592,0.000678,0.0837,0.425,75.036,3.044366667
Drip or Drown,Gunna,126168,30/11/17,69,0.598,0.478,5,-8.52,0,0.361,0.774,0,0.112,0.568,118.008,2.1028
Banana (feat. Shaggy),Conkarah,184421,16/8/19,57,0.561,0.834,8,-4.012,1,0.245,0.0582,0,0.0721,0.824,95.056,3.073683333
On My Way,Plies,193384,19/11/15,46,0.372,0.659,11,-6.272,0,0.0487,9.70E-05,0,0.16,0.295,119.967,3.223066667
Say So (feat. Nicki Minaj),Doja Cat,206220,1/5/20,72,0.627,0.641,11,-4.64,0,0.204,0.119,4.97E-06,0.427,0.745,111.004,3.437
Play Date,Melanie Martinez,179867,14/8/15,83,0.9,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,2.997783333
Beef FloMix,Flo Milli,147692,13/6/19,60,0.511,0.575,7,-8.36,1,0.221,0.239,0,0.293,0.901,116.993,2.461533333
CAN'T SAY,Travis Scott,198408,3/8/18,77,0.817,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,3.3068
Blow Your Mind (Mwah),Dua Lipa,178583,26/8/16,71,0.692,0.796,2,-4.761,0,0.122,0.0188,0,0.0948,0.491,108.854,2.976383333
100 Racks (Offset feat. Playboi Carti),Quality Control,157645,16/8/19,63,0.558,0.632,1,-2.978,1,0.137,0.0606,0.00136,0.101,0.364,133.979,2.627416667
Lost,Frank Ocean,234093,10/7/12,71,0.737,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,3.90155
Something Special,Pop Smoke,158466,3/7/20,74,0.758,0.616,7,-6.963,0,0.0338,0.252,1.93E-06,0.101,0.654,91.071,2.6411
Be Like That - feat. Swae Lee & Khalid,Kane Brown,191406,10/7/20,80,0.754,0.626,7,-8.415,1,0.0726,0.0469,2.58E-05,0.126,0.322,86.97,3.1901
Leave Em Alone,Quality Control,171980,29/5/19,62,0.672,0.747,6,-4.74,0,0.296,0.0189,7.35E-06,0.0821,0.506,102.033,2.866333333
Unbothered,Ski Mask The Slump God,138426,30/11/18,73,0.806,0.445,1,-10.58,0,0.418,0.222,0,0.112,0.851,125.008,2.3071
Fight Me,Molly Brazy,166185,20/1/17,49,0.437,0.691,8,-7.957,1,0.354,0.0299,0,0.679,0.596,167.981,2.76975
I Wanna Love You,Akon,247066,2006,67,0.621,0.454,0,-9.383,1,0.0414,0.0373,1.49E-06,0.275,0.368,99.985,4.117766667
Electric Love,BØRNS,218106,16/10/15,84,0.859,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,3.6351
Birthday,Katy Perry,215042,18/10/13,63,0.619,0.674,11,-5.122,1,0.0681,0.0879,3.75E-06,0.112,0.843,125.98,3.584033333
Bumpy Ride,Mohombi,224720,1/1/10,48,0.528,0.842,0,-4.628,0,0.038,0.0476,0,0.134,0.818,104.958,3.745333333
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,258789,25/8/17,66,0.736,0.563,1,-6.635,0,0.112,0.0541,0,0.0685,0.412,119.934,4.31315
Ranada,YoungBoy Never Broke Again,176483,11/10/19,66,0.686,0.671,9,-5.158,0,0.293,0.147,0,0.211,0.584,153.864,2.941383333
Walk Em Down (feat. Roddy Ricch),Roddy Ricch,173288,19/3/20,76,0.69,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,2.888133333
Shotta Flow 5,NLE Choppa,145167,10/8/20,61,0.658,0.749,1,-5.268,1,0.328,0.0838,0,0.0621,0.77,140.032,2.41945
Put Your Records On,Corinne Bailey Rae,215360,1/1/06,78,0.763,0.511,9,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038,3.589333333
Lemonade,Internet Money,195428,14/8/20,84,0.894,0.66,1,-6.153,0,0.079,0.256,0,0.111,0.471,140.04,3.257133333
This Side of Paradise,Coyote Theory,242013,21/6/11,21,0.115,0.662,9,-6.075,1,0.0295,0.386,1.14E-05,0.134,0.274,181.683,4.03355
Beautiful Pain (Losin My Mind),Polo G,171441,15/5/20,71,0.751,0.477,1,-9.638,0,0.642,0.137,0,0.113,0.512,80.382,2.85735
Yellow,Coldplay,266773,10/7/00,85,0.873,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4.446216667
Take A Step Back,Ski Mask The Slump God,210386,2/2/18,74,0.668,0.591,6,-8.808,1,0.271,0.111,0,0.429,0.747,117.003,3.506433333
Train Wreck,James Arthur,208826,28/10/16,85,0.819,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,3.480433333
Candy,Robbie Williams,201053,5/11/12,71,0.686,0.791,10,-6.63,1,0.0414,0.0368,0,0.0694,0.879,116.043,3.350883333
On My Way,Illijah,186070,24/10/13,61,0.66,0.599,8,-8.783,1,0.231,0.337,0,0.65,0.741,64.502,3.101166667
Ultralight Beam,Kanye West,320680,10/6/16,71,0.806,0.403,0,-8.768,0,0.414,0.62,0,0.54,0.391,105.169,5.344666667
Say I Yi Yi,Ying Yang Twins,272506,26/3/02,61,0.623,0.627,8,-6.509,0,0.115,0.00233,1.27E-05,0.201,0.485,94.967,4.541766667
Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,177704,17/9/20,67,0.651,0.625,10,-6.901,0,0.334,0.0168,0,0.125,0.298,126.915,2.961733333
Love Me,Lil Wayne,253440,1/1/13,70,0.741,0.608,8,-6.628,0,0.0334,0.0119,0,0.103,0.464,124.952,4.224
Dead Man Walking,Brent Faiyaz,247079,18/9/20,80,0.76,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929,4.117983333
Fuck It Up,Ocho Drippin,163946,30/11/18,52,0.475,0.659,0,-8.897,1,0.292,0.0267,0,0.0572,0.81,122.004,2.732433333
Money Real Long,Dubskie,128759,20/11/20,42,0.413,0.884,8,-2.872,0,0.292,0.107,0,0.305,0.833,129.945,2.145983333
Money,Cardi B,183527,23/10/18,78,0.848,0.59,8,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003,3.058783333
Ric Flair Drip (& Metro Boomin),Offset,172800,30/10/17,82,0.87,0.428,9,-8.28,1,0.206,0.149,5.07E-05,0.114,0.333,100.007,2.88
Mr Loverman,Ricky Montgomery,216880,8/4/16,29,0.248,0.526,0,-6.697,1,0.0256,0.245,2.43E-05,0.25,0.488,130.033,3.614666667
BabyWipe,Ski Mask The Slump God,168626,2/2/18,67,0.646,0.505,1,-8.322,1,0.265,0.0257,0,0.307,0.582,148.042,2.810433333
Mean,$NOT,125853,30/10/20,72,0.741,0.72,1,-7.418,0,0.3,0.169,0,0.0797,0.631,99.917,2.09755
Friends,Chase Atlantic,230010,21/2/15,81,0.737,0.609,11,-6.361,0,0.0335,0.0114,4.76E-06,0.108,0.0911,107.34,3.8335
Martin & Gina,Polo G,132832,15/5/20,87,0.875,0.534,1,-7.813,0,0.253,0.345,0,0.165,0.116,93.924,2.213866667
Feeling Whitney,Post Malone,257266,9/12/16,78,0.799,0.227,0,-12.696,1,0.0359,0.787,4.69E-06,0.282,0.226,80.111,4.287766667
In The Party,Flo Milli,137361,24/7/20,70,0.724,0.609,9,-5.059,1,0.262,0.0096,0,0.124,0.418,134.992,2.28935
Just Keep Goin',tobi lou,312000,10/8/18,59,0.572,0.412,2,-11.789,1,0.141,0.403,0,0.148,0.658,139.967,5.2
TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,136366,27/9/19,75,0.777,0.582,8,-4.141,1,0.341,0.0794,5.84E-06,0.0916,0.542,160.004,2.272766667
VIBEZ,DaBaby,144935,27/9/19,78,0.68,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,2.415583333
She Gon Go,Trill Ryan,121009,21/2/19,59,0.497,0.498,7,-10.147,0,0.0519,0.00195,0,0.306,0.496,104.006,2.016816667
Break Ya Back,Lucas Coly,227840,8/7/18,51,0.539,0.463,9,-11.797,1,0.36,0.0066,0.00154,0.105,0.337,144.007,3.797333333
